"ID","CountryCode","Population"
4065,USA,89089
4066,USA,89063
4067,VIR,13000
4068,ZWE,1410000
4069,ZWE,621742
4070,ZWE,274912
4071,ZWE,164362
4072,ZWE,131367
4073,ZWE,128037
4074,PSE,353632
4075,PSE,123175
4076,PSE,119401
4077,PSE,113901
4078,PSE,100231
4079,PSE,92020
